Date,USD
2019-04-22,1275.7
2019-04-23,1269.5
2019-04-24,1271.7
2019-04-25,1280.8
2019-04-26,1284.2
2019-04-29,1279.5
2019-04-30,1282.3
2019-05-01,1283.8
2019-05-02,1271
2019-05-03,1278.6
2019-05-06,1278.6
2019-05-07,1281.2
2019-05-08,1285.2
2019-05-09,1286.1
2019-05-10,1287.1
2019-05-13,1295.6
2019-05-14,1298.4
2019-05-15,1299.1
2019-05-16,1291.7
2019-05-17,1280.8
2019-05-20,1276.9
2019-05-21,1271.2
2019-05-22,1273.8
2019-05-23,1283.7
2019-05-24,1282.5
2019-05-27,1282.5
2019-05-28,1278.3
2019-05-29,1281.7
2019-05-30,1281
2019-05-31,1295.6
2019-06-03,1317.1
2019-06-04,1324.3
2019-06-05,1335.1
2019-06-06,1335.5
2019-06-07,1340.7
2019-06-10,1328.6
2019-06-11,1324.3
2019-06-12,1332.4
2019-06-13,1335.9
2019-06-14,1351.3
2019-06-17,1341.3
2019-06-18,1341.4
2019-06-19,1344.1
2019-06-20,1379.5
2019-06-21,1397.2
2019-06-24,1405.7
2019-06-25,1431.4
2019-06-26,1404
2019-06-27,1402.5
2019-06-28,1409
2019-07-01,1390.1
2019-07-02,1391.1
2019-07-03,1413.5
2019-07-04,1414.9
2019-07-05,1388.7
2019-07-08,1400.1
2019-07-09,1391.6
2019-07-10,1408.3
2019-07-11,1413.8
2019-07-12,1407.6
2019-07-15,1412.4
2019-07-16,1409.9
2019-07-17,1410.4
2019-07-18,1417.5
2019-07-19,1439.7
2019-07-22,1427.8
2019-07-23,1425.6
2019-07-24,1427
2019-07-25,1416.1
2019-07-26,1420.4
2019-07-29,1419.1
2019-07-30,1425.9
2019-07-31,1427.6
2019-08-01,1406.8
2019-08-02,1441.8
2019-08-05,1465.3
2019-08-06,1465.3
2019-08-07,1506.1
2019-08-08,1495.8
2019-08-09,1497.7
2019-08-12,1504.7
2019-08-13,1498.4
2019-08-14,1513.3
2019-08-15,1515.7
2019-08-16,1515.3
2019-08-19,1496.6
2019-08-20,1504.6
2019-08-21,1503.3
2019-08-22,1502.1
2019-08-23,1503.8
2019-08-26,1503.8
2019-08-27,1533
2019-08-28,1537.2
2019-08-29,1540.2
2019-08-30,1528.4
2019-09-02,1526
2019-09-03,1537.9
2019-09-04,1546.1
2019-09-05,1529.1
2019-09-06,1523.7
2019-09-09,1509.2
2019-09-10,1498.3
2019-09-11,1490.7
2019-09-12,1515.2
2019-09-13,1503.1
2019-09-16,1497.2
2019-09-17,1502.1
2019-09-18,1503.5
2019-09-19,1500.7
2019-09-20,1501.9
2019-09-23,1522.1
2019-09-24,1520.7
2019-09-25,1528.8
2019-09-26,1506.4
2019-09-27,1489.9
2019-09-30,1485.3
2019-10-01,1473.5
2019-10-02,1492.6
2019-10-03,1517.1
2019-10-04,1499.2
2019-10-07,1501.3
2019-10-08,1505.9
2019-10-09,1507.3
2019-10-10,1494.8
2019-10-11,1479.2
2019-10-14,1490.6
2019-10-15,1487.8
2019-10-16,1485.1
2019-10-17,1492.7
2019-10-18,1490
2019-10-21,1491.7
2019-10-22,1485.4
2019-10-23,1494.5
2019-10-24,1496.6
2019-10-25,1513.5
2019-10-28,1492.4
2019-10-29,1486.8
2019-10-30,1492.1
2019-10-31,1511
2019-11-01,1508.8
2019-11-04,1509.5
2019-11-05,1489
2019-11-06,1486.1
2019-11-07,1484.3
2019-11-08,1464.2
2019-11-11,1458.7
2019-11-12,1452.1
2019-11-13,1462.9
2019-11-14,1466.7
2019-11-15,1466.9
2019-11-18,1467.7
2019-11-19,1468.5
2019-11-20,1471.7
2019-11-21,1467.1
2019-11-22,1464.5
2019-11-25,1458.4
2019-11-26,1454.7
2019-11-27,1454.4
2019-11-28,1454.7
2019-11-29,1460.2
2019-12-02,1461.2
2019-12-03,1477.3
2019-12-04,1475.1
2019-12-05,1476
2019-12-06,1459.7
2019-12-09,1461.7
2019-12-10,1465
2019-12-11,1466.8
2019-12-12,1467.8
2019-12-13,1466.6
2019-12-16,1477.9
2019-12-17,1475.8
2019-12-18,1474.1
2019-12-19,1476.7
2019-12-20,1479
2019-12-23,1482.1
2019-12-24,1482.1
2019-12-25,1482.1
2019-12-26,1482.1
2019-12-27,1511.5
2019-12-30,1514.8
2019-12-31,1514.8
2020-01-01,1514.8
2020-01-02,1527.1
2020-01-03,1548.8
2020-01-06,1573.1
2020-01-07,1567.9
2020-01-08,1572
2020-01-09,1550.8
2020-01-10,1553.6
2020-01-13,1549.9
2020-01-14,1545.1
2020-01-15,1549
2020-01-16,1554.6
2020-01-17,1557.6
2020-01-20,1560.2
2020-01-21,1551.3
2020-01-22,1556.9
2020-01-23,1562.9
2020-01-24,1564.3
2020-01-27,1580.1
2020-01-28,1574
2020-01-29,1573.5
2020-01-30,1578.3
2020-01-31,1584.2
2020-02-03,1574.8
2020-02-04,1558.4
2020-02-05,1553.3
2020-02-06,1563.3
2020-02-07,1572.7
2020-02-10,1573.2
2020-02-11,1570.5
2020-02-12,1563.7
2020-02-13,1575.1
2020-02-14,1581.4
2020-02-17,1580.8
2020-02-18,1589.9
2020-02-19,1604.2
2020-02-20,1619
2020-02-21,1643.3
2020-02-24,1671.7
2020-02-25,1650.3
2020-02-26,1634.9
2020-02-27,1652
2020-02-28,1609.9
2020-03-02,1599.7
2020-03-03,1615.5
2020-03-04,1641.9
2020-03-05,1659.6
2020-03-06,1683.7
2020-03-09,1672.5
2020-03-10,1655.7
2020-03-11,1653.8
2020-03-12,1570.7
2020-03-13,1562.8
2020-03-16,1487.7
2020-03-17,1536.2
2020-03-18,1498.2
2020-03-19,1474.3
2020-03-20,1494.4
2020-03-23,1525.4
2020-03-24,1605.8
2020-03-25,1605.5
2020-03-26,1634.8
2020-03-27,1617.3
2020-03-30,1618.3
2020-03-31,1609
2020-04-01,1576.6
2020-04-02,1616.8
2020-04-03,1613.1
2020-04-06,1648.3
2020-04-07,1649.3
2020-04-08,1647.8
2020-04-09,1680.7
2020-04-10,1680.7
2020-04-13,1680.7
2020-04-14,1741.9
2020-04-15,1718.7
2020-04-16,1729.5
2020-04-17,1692.6
2020-04-20,1686.2
2020-04-21,1682.1
2020-04-22,1710.6
2020-04-23,1736.3
2020-04-24,1715.9
2020-04-27,1715
2020-04-28,1691.6
2020-04-29,1703.4
2020-04-30,1702.8
2020-05-01,1686.3
2020-05-04,1709.1
2020-05-05,1699.6
2020-05-06,1691.5
2020-05-07,1704.1
2020-05-08,1704.1
2020-05-11,1702.8
2020-05-12,1702.4
2020-05-13,1708.4
2020-05-14,1731.6
2020-05-15,1735.4
2020-05-18,1734.7
2020-05-19,1738
2020-05-20,1748.3
2020-05-21,1724.9
2020-05-22,1733.6
2020-05-25,1733.6
2020-05-26,1720.3
2020-05-27,1694.6
2020-05-28,1717.4
2020-05-29,1728.7
2020-06-01,1730.6
2020-06-02,1742.2
2020-06-03,1705.4
2020-06-04,1700.1
2020-06-05,1683.5
2020-06-08,1690.4
2020-06-09,1713.5
2020-06-10,1722.1
2020-06-11,1738.3
2020-06-12,1733.5
2020-06-15,1710.5
2020-06-16,1719.9
2020-06-17,1724.4
2020-06-18,1719.5
2020-06-19,1734.8
2020-06-22,1761.9
2020-06-23,1768.9
2020-06-24,1766.1
2020-06-25,1756.6
2020-06-26,1747.6
2020-06-29,1771.6
2020-06-30,1768.1
2020-07-01,1771.1
2020-07-02,1777.5
2020-07-03,1772.9
2020-07-06,1787.9
2020-07-07,1789.6
2020-07-08,1811.1
2020-07-09,1812.1
2020-07-10,1803.1
2020-07-13,1807.5
2020-07-14,1801.9
2020-07-15,1804.6
2020-07-16,1807.7
2020-07-17,1807.4
2020-07-20,1815.7
2020-07-21,1842.6
2020-07-22,1852.4
2020-07-23,1878.3
2020-07-24,1902.1
2020-07-27,1936.7
2020-07-28,1940.9
2020-07-29,1950.9
2020-07-30,1957.7
2020-07-31,1964.9
2020-08-03,1958.6
2020-08-04,1977.9
2020-08-05,2048.2
2020-08-06,2067.2
2020-08-07,2031.2
2020-08-10,2044.5
2020-08-11,1939.7
2020-08-12,1931.9
2020-08-13,1944.3
2020-08-14,1944.8
2020-08-17,1972.9
2020-08-18,2008.8
2020-08-19,1981
2020-08-20,1927.2
2020-08-21,1924.4
2020-08-24,1944
2020-08-25,1911.2
2020-08-26,1933
2020-08-27,1923.9
2020-08-28,1957.4
2020-08-31,1957.4
2020-09-01,1972.4
2020-09-02,1947.1
2020-09-03,1940.5
2020-09-04,1926.3
2020-09-07,1928.5
2020-09-08,1911
2020-09-09,1947.2
2020-09-10,1966.3
2020-09-11,1947.4
2020-09-14,1958.7
2020-09-15,1949.4
2020-09-16,1961.8
2020-09-17,1936.3
2020-09-18,1950.9
2020-09-21,1909.4
2020-09-22,1906
2020-09-23,1873.4
2020-09-24,1861.8
2020-09-25,1859.7
2020-09-28,1864.3
2020-09-29,1884
2020-09-30,1886.9
2020-10-01,1902
2020-10-02,1903.1
2020-10-05,1909.6
2020-10-06,1913.4
2020-10-07,1884.5
2020-10-08,1887.5
2020-10-09,1923.3
2020-10-12,1925.5
2020-10-13,1891.3
2020-10-14,1910.1
2020-10-15,1891.9
2020-10-16,1905.1
2020-10-19,1905.6
2020-10-20,1898.4
2020-10-21,1924.2
2020-10-22,1901
2020-10-23,1903.7
2020-10-26,1898.5
2020-10-27,1905.7
2020-10-28,1870
2020-10-29,1870.3
2020-10-30,1881.9
2020-11-02,1889.9
2020-11-03,1908.3
2020-11-04,1900.2
2020-11-05,1938.5
2020-11-06,1940.8
2020-11-09,1867.3
2020-11-10,1878.7
2020-11-11,1861
2020-11-12,1874.9
2020-11-13,1890.9
2020-11-16,1885.6
2020-11-17,1889.1
2020-11-18,1876.1
2020-11-19,1857.4
2020-11-20,1875.7
2020-11-23,1840.2
2020-11-24,1799.6
2020-11-25,1810.2
2020-11-26,1807.4
2020-11-27,1779.3
2020-11-30,1762.6
2020-12-01,1810.8
2020-12-02,1822.6
2020-12-03,1832.4
2020-12-04,1843
2020-12-07,1860
2020-12-08,1868.2
2020-12-09,1841.8
2020-12-10,1844.4
2020-12-11,1842
2020-12-14,1831.2
2020-12-15,1850.7
2020-12-16,1852
2020-12-17,1890.8
2020-12-18,1879.8
2020-12-21,1880
2020-12-22,1877.1
2020-12-23,1875
2020-12-24,1875
2020-12-25,1875
2020-12-28,1875
2020-12-29,1874.3
2020-12-30,1887.6
2020-12-31,1887.6
2021-01-01,1887.6
2021-01-04,1943.2
2021-01-05,1940.4
2021-01-06,1932
2021-01-07,1920.1
2021-01-08,1862.9
2021-01-11,1847.3
2021-01-12,1841.3
2021-01-13,1858.9
2021-01-14,1841.8
2021-01-15,1839
2021-01-18,1833.1
2021-01-19,1834.7
2021-01-20,1856.6
2021-01-21,1862.1
2021-01-22,1852.7
2021-01-25,1856.9
2021-01-26,1856.6
2021-01-27,1843
2021-01-28,1853.7
2021-01-29,1863.8
2021-02-01,1863
2021-02-02,1833.1
2021-02-03,1835.5
2021-02-04,1785.9
2021-02-05,1803
2021-02-08,1835.3
2021-02-09,1839.6
2021-02-10,1842.7
2021-02-11,1840.1
2021-02-12,1816.4
2021-02-15,1817.3
2021-02-16,1794.3
2021-02-17,1780.7
2021-02-18,1773.2
2021-02-19,1786.2
2021-02-22,1807.5
2021-02-23,1799.7
2021-02-24,1788
2021-02-25,1779.7
2021-02-26,1742.9
2021-03-01,1734.2
2021-03-02,1723.9
2021-03-03,1711.4
2021-03-04,1712.1
2021-03-05,1696.3
2021-03-08,1687.1
2021-03-09,1716.9
2021-03-10,1716.2
2021-03-11,1724.3
2021-03-12,1704.8
2021-03-15,1723.7
2021-03-16,1735
2021-03-17,1729.7
2021-03-18,1725.9
2021-03-19,1735.2
2021-03-22,1736.2
2021-03-23,1726.2
2021-03-24,1730.5
2021-03-25,1737.3
2021-03-26,1731.8
2021-03-29,1706
2021-03-30,1684
2021-03-31,1691.1
2021-04-01,1726.1
2021-04-02,1726.1
2021-04-05,1726.1
2021-04-06,1744.7
2021-04-07,1738.1
2021-04-08,1755.5
2021-04-09,1741.2
2021-04-12,1732.9
2021-04-13,1748
2021-04-14,1735.6
2021-04-15,1757.2
2021-04-16,1774.5
2021-04-19,1774.5
2021-04-20,1777.9
2021-04-21,1798.2
2021-04-22,1787.8
2021-04-23,1781.8
2021-04-26,1773.4
2021-04-27,1784.2
2021-04-28,1772.2
2021-04-29,1762.7
2021-04-30,1767.7
2021-05-03,1767.7
2021-05-04,1797.8
2021-05-05,1782.3
2021-05-06,1813.2
2021-05-07,1836.6
2021-05-10,1840.5
2021-05-11,1829.1
2021-05-12,1830.7
2021-05-13,1821.8
2021-05-14,1838.1
2021-05-17,1853.7
2021-05-18,1866.8
2021-05-19,1888.5
2021-05-20,1878.3
2021-05-21,1875.9
2021-05-24,1880.2
2021-05-25,1887
2021-05-26,1899.8
2021-05-27,1891.5
2021-05-28,1900
2021-05-31,1900
2021-06-01,1899.4
2021-06-02,1902.8
2021-06-03,1866.6
2021-06-04,1890.6
2021-06-07,1888.4
2021-06-08,1893.2
2021-06-09,1894.6
2021-06-10,1888.7
2021-06-11,1881.1
2021-06-14,1865.6
2021-06-15,1865.1
2021-06-16,1860.8
2021-06-17,1778.7
2021-06-18,1773.1
2021-06-21,1775.1
2021-06-22,1775.1
2021-06-23,1791.6
2021-06-24,1784.9
2021-06-25,1786.7
2021-06-28,1780.3
2021-06-29,1755.5
2021-06-30,1763.2
2021-07-01,1781.5
2021-07-02,1786.2
2021-07-05,1791.4
2021-07-06,1809.9
2021-07-07,1804.7
2021-07-08,1807.7
2021-07-09,1806
2021-07-12,1792.4
2021-07-13,1813.9
2021-07-14,1823.2
2021-07-15,1823.8
2021-07-16,1824.3
2021-07-19,1814.9
2021-07-20,1823.1
2021-07-21,1802.2
2021-07-22,1799.5
2021-07-23,1799.6
2021-07-26,1800.2
2021-07-27,1800.4
2021-07-28,1796.6
2021-07-29,1829.3
2021-07-30,1825.8
2021-08-02,1811.5
2021-08-03,1812.7
2021-08-04,1829.1
2021-08-05,1800.8
2021-08-06,1762.9
2021-08-09,1738.9
2021-08-10,1723.4
2021-08-11,1743.6
2021-08-12,1747.4
2021-08-13,1773.9
2021-08-16,1786.4
2021-08-17,1789.5
2021-08-18,1783.5
2021-08-19,1782.1
2021-08-20,1779.1
2021-08-23,1802
2021-08-24,1808.5
2021-08-25,1788.7
2021-08-26,1786.6
2021-08-27,1798.5
2021-08-30,1798.5
2021-08-31,1814.9
2021-09-01,1811.8
2021-09-02,1812.6
2021-09-03,1823.7
2021-09-06,1821.6
2021-09-07,1802.2
2021-09-08,1786
2021-09-09,1788.3
2021-09-10,1794.6
2021-09-13,1793.9
2021-09-14,1792.8
2021-09-15,1797
2021-09-16,1748
2021-09-17,1756
2021-09-20,1757.8
2021-09-21,1774.5
2021-09-22,1773.4
2021-09-23,1750
2021-09-24,1746.8
2021-09-27,1755.3
2021-09-28,1733.8
2021-09-29,1737.2
2021-09-30,1742.8
2021-10-01,1757.1
2021-10-04,1754.6
2021-10-05,1753.2
2021-10-06,1759.7
2021-10-07,1762.1
2021-10-08,1773.3
2021-10-11,1757.7
2021-10-12,1767.8
2021-10-13,1785.7
2021-10-14,1798.7
2021-10-15,1772.7
2021-10-18,1767.9
2021-10-19,1779.6
2021-10-20,1778
2021-10-21,1779.3
2021-10-22,1808.3
2021-10-25,1805.3
2021-10-26,1785.6
2021-10-27,1795.3
2021-10-28,1803.5
2021-10-29,1769.2
2021-11-01,1793.8
2021-11-02,1790.5
2021-11-03,1763.5
2021-11-04,1796.2
2021-11-05,1801.9
2021-11-08,1822.4
2021-11-09,1827.3
2021-11-10,1859.4
2021-11-11,1857.9
2021-11-12,1860.6
2021-11-15,1859.9
2021-11-16,1859.2
2021-11-17,1864.9
2021-11-18,1860.3
2021-11-19,1861.1
2021-11-22,1816.1
2021-11-23,1789.2
2021-11-24,1782.1
2021-11-25,1788.2
2021-11-26,1800.8
2021-11-29,1786
2021-11-30,1804.4
2021-12-01,1789.3
2021-12-02,1765
2021-12-03,1767.6
2021-12-06,1778.7
2021-12-07,1781.4
2021-12-08,1783.8
2021-12-09,1776.2
2021-12-10,1779.8
2021-12-13,1787.8
2021-12-14,1776.9
2021-12-15,1768.7
2021-12-16,1795.7
2021-12-17,1807.7
2021-12-20,1796.3
2021-12-21,1793.8
2021-12-22,1792.8
2021-12-23,1805.2
2021-12-24,1805.2
2021-12-27,1805.2
2021-12-28,1805.2
2021-12-29,1794.3
2021-12-30,1805.9
2021-12-31,1805.9
2022-01-03,1805.9
2022-01-04,1811.4
2022-01-05,1826.3
2022-01-06,1789.4
2022-01-07,1792.6
2022-01-10,1794.2
2022-01-11,1806.8
2022-01-12,1821.4
2022-01-13,1820.4
2022-01-14,1823
2022-01-17,1817.9
2022-01-18,1817.3
2022-01-19,1827
2022-01-20,1845.4
2022-01-21,1837.6
2022-01-24,1831.6
2022-01-25,1847.3
2022-01-26,1836
2022-01-27,1806.8
2022-01-28,1788.2
2022-01-31,1795.3
2022-02-01,1799.9
2022-02-02,1803.7
2022-02-03,1792.7
2022-02-04,1804.7
2022-02-07,1813.6
2022-02-08,1822.6
2022-02-09,1827.8
2022-02-10,1835.4
2022-02-11,1831.2
2022-02-14,1866.2
2022-02-15,1848.6
2022-02-16,1862.6
2022-02-17,1893.5
2022-02-18,1893.6
2022-02-21,1894.5
2022-02-22,1900.1
2022-02-23,1904.7
2022-02-24,1936.3
2022-02-25,1884.8
2022-02-28,1909.9
2022-03-01,1922
2022-03-02,1928.5
2022-03-03,1929.6
2022-03-04,1945.3
2022-03-07,1981
2022-03-08,2039.1
2022-03-09,1988.9
2022-03-10,1996.6
2022-03-11,1978.7
2022-03-14,1954.1
2022-03-15,1913.7
2022-03-16,1913.2
2022-03-17,1949.7
2022-03-18,1935.8
2022-03-21,1935.1
2022-03-22,1915.3
2022-03-23,1931.8
2022-03-24,1965.2
2022-03-25,1953.8
2022-03-28,1937.1
2022-03-29,1910
2022-03-30,1933.9
2022-03-31,1942.2
2022-04-01,1929.4
2022-04-04,1930.3
2022-04-05,1944.1
2022-04-06,1930.2
2022-04-07,1932.4
2022-04-08,1941.4
2022-04-11,1951.6
2022-04-12,1960.9
2022-04-13,1976.8
2022-04-14,1963.3
2022-04-15,1963.3
2022-04-18,1963.3
2022-04-19,1964
2022-04-20,1949.6
2022-04-21,1943.7
2022-04-22,1941.6
2022-04-25,1895
2022-04-26,1904.6
2022-04-27,1885.8
2022-04-28,1888.5
2022-04-29,1911.3
2022-05-02,1911.3
2022-05-03,1869.7
2022-05-04,1863.7
2022-05-05,1892.3
2022-05-06,1882.4
2022-05-09,1860.9
2022-05-10,1857.4
2022-05-11,1852
2022-05-12,1837.1
2022-05-13,1811.6
2022-05-16,1809.5
2022-05-17,1825
2022-05-18,1810.7
2022-05-19,1844
2022-05-20,1834.2
2022-05-23,1856.2
2022-05-24,1867.1
2022-05-25,1847.2
2022-05-26,1848.3
2022-05-27,1851.8
2022-05-30,1855
2022-05-31,1838.7
2022-06-01,1844.9
2022-06-02,1844.9
2022-06-03,1844.9
2022-06-06,1847.2
2022-06-07,1849.6
2022-06-08,1853
2022-06-09,1844.9
2022-06-10,1830
2022-06-13,1830.9
2022-06-14,1818.3
2022-06-15,1823.8
2022-06-16,1826.5
2022-06-17,1841.6
2022-06-20,1836.5
2022-06-21,1840.3
2022-06-22,1841.9
2022-06-23,1841.9
2022-06-24,1825.5
2022-06-27,1826.3
2022-06-28,1819.1
2022-06-29,1817.8
2022-06-30,1817
2022-07-01,1797.5
2022-07-04,1808.4
2022-07-05,1772
2022-07-06,1754.3
2022-07-07,1748
2022-07-08,1738.2
2022-07-11,1740
2022-07-12,1730.7
2022-07-13,1724.6
2022-07-14,1700.7
2022-07-15,1706.2
2022-07-18,1719.1
2022-07-19,1713.1
2022-07-20,1709.3
2022-07-21,1705.1
2022-07-22,1737
2022-07-25,1718.9
2022-07-26,1720.1
2022-07-27,1714.1
2022-07-28,1753.5
2022-07-29,1753.4
2022-08-01,1772.4
2022-08-02,1779.8
2022-08-03,1761.3
2022-08-04,1783.2
2022-08-05,1773.3
2022-08-08,1784.1
2022-08-09,1795.3
2022-08-10,1795.1
2022-08-11,1796.7
2022-08-12,1792.1
2022-08-15,1776.6
2022-08-16,1774.9
2022-08-17,1767.2
2022-08-18,1765.6
2022-08-19,1750.8
2022-08-22,1733.3
2022-08-23,1746.6
2022-08-24,1745.7
2022-08-25,1753.6
2022-08-26,1751.3
2022-08-29,1751.3
2022-08-30,1730.3
2022-08-31,1715.9
2022-09-01,1694.3
2022-09-02,1712.5
2022-09-05,1711
2022-09-06,1702.6
2022-09-07,1702.7
2022-09-08,1709.4
2022-09-09,1713.4
2022-09-12,1726.4
2022-09-13,1704.9
2022-09-14,1703.9
2022-09-15,1689.1
2022-09-16,1664.7
2022-09-19,1664.7
2022-09-20,1664.2
2022-09-21,1671.8
2022-09-22,1671.9
2022-09-23,1643.6
2022-09-26,1643.4
2022-09-27,1634.3
2022-09-28,1652.2
2022-09-29,1654.8
2022-09-30,1671.8
2022-10-03,1668.4
2022-10-04,1714.9
2022-10-05,1700.5
2022-10-06,1714.2
2022-10-07,1696.2
2022-10-10,1676.6
2022-10-11,1664.7
2022-10-12,1670.7
2022-10-13,1648.1
2022-10-14,1649.3
2022-10-17,1664.8
2022-10-18,1653
2022-10-19,1631.7
2022-10-20,1635.3
2022-10-21,1643.3
2022-10-24,1649.2
2022-10-25,1659.3
2022-10-26,1666.8
2022-10-27,1659.8
2022-10-28,1648.1
2022-10-31,1639
2022-11-01,1645.3
2022-11-02,1649.6
2022-11-03,1628.8
2022-11-04,1674.4
2022-11-07,1679
2022-11-08,1678.7
2022-11-09,1715.3
2022-11-10,1744.8
2022-11-11,1759.4
2022-11-14,1768.9
2022-11-15,1771.4
2022-11-16,1773
2022-11-17,1758.6
2022-11-18,1751.6
2022-11-21,1740.4
2022-11-22,1743
2022-11-23,1740.2
2022-11-24,1755.4
2022-11-25,1751.9
2022-11-28,1746.6
2022-11-29,1752.7
2022-11-30,1753.5
2022-12-01,1803.2
2022-12-02,1784.8
2022-12-05,1776.8
2022-12-06,1773.8
2022-12-07,1782.2
2022-12-08,1790.2
2022-12-09,1796.2
2022-12-12,1786.6
2022-12-13,1823.6
2022-12-14,1808.1
2022-12-15,1783.6
2022-12-16,1792.6
2022-12-19,1790.8
2022-12-20,1813.9
2022-12-21,1817.6
2022-12-22,1800.7
2022-12-23,1800.7
2022-12-26,1800.7
2022-12-27,1800.7
2022-12-28,1803.4
2022-12-29,1813.8
2022-12-30,1813.8
2023-01-02,1813.8
2023-01-03,1843.3
2023-01-04,1857.3
2023-01-05,1834
2023-01-06,1852.2
2023-01-09,1878.9
2023-01-10,1878.7
2023-01-11,1872.4
2023-01-12,1882.6
2023-01-13,1907.2
2023-01-16,1917
2023-01-17,1913.8
2023-01-18,1920.7
2023-01-19,1918.6
2023-01-20,1924.9
2023-01-23,1914.9
2023-01-24,1920.8
2023-01-25,1930.8
2023-01-26,1932.5
2023-01-27,1923.1
2023-01-30,1924.1
2023-01-31,1923.9
2023-02-01,1925.9
2023-02-02,1921.7
2023-02-03,1875.4
2023-02-06,1873.3
2023-02-07,1870.7
2023-02-08,1872.7
2023-02-09,1879.1
2023-02-10,1859.7
2023-02-13,1856.1
2023-02-14,1863.7
2023-02-15,1831.2
2023-02-16,1829
2023-02-17,1834
2023-02-20,1845.8
2023-02-21,1836.9
2023-02-22,1835.8
2023-02-23,1826.1
2023-02-24,1811
2023-02-27,1818.7
2023-02-28,1824.6
2023-03-01,1841.3
2023-03-02,1836.2
2023-03-03,1841.2
2023-03-06,1849.1
2023-03-07,1826.6
2023-03-08,1816.3
2023-03-09,1831.4
2023-03-10,1861.3
2023-03-13,1911.3
2023-03-14,1907.6
2023-03-15,1923.4
2023-03-16,1922.8
2023-03-17,1962.1
2023-03-20,1969.4
2023-03-21,1952.5
2023-03-22,1949.4
2023-03-23,1978
2023-03-24,1993.8
2023-03-27,1946.3
2023-03-28,1962.9
2023-03-29,1965
2023-03-30,1965.8
2023-03-31,1979.7
2023-04-03,1983.3
2023-04-04,2009.6
2023-04-05,2030.9
2023-04-06,2001.9
2023-04-07,2001.9
2023-04-10,2001.9
2023-04-11,2002.7
2023-04-12,2008.2
2023-04-13,2048.5
2023-04-14,2019.4
2023-04-17,1995.6
2023-04-18,1999.4
2023-04-19,1990.6
2023-04-20,2007.2
2023-04-21,1973.7
2023-04-24,1978.2
2023-04-25,1987.4
2023-04-26,2003
2023-04-27,1985.7
2023-04-28,1982.6
2023-05-01,1982.6
2023-05-02,1995.4
2023-05-03,2014.3
2023-05-04,2044.7
2023-05-05,2001
2023-05-08,2001
2023-05-09,2030.2
2023-05-10,2037.2
2023-05-11,2016
2023-05-12,2019.9
2023-05-15,2019.9
2023-05-16,2007.5
2023-05-17,1974.4
2023-05-18,1960.3
2023-05-19,1961.6
2023-05-22,1970.3
2023-05-23,1969.2
2023-05-24,1969.7
2023-05-25,1948.3
2023-05-26,1947.9
2023-05-29,1947.9
2023-05-30,1952.5
2023-05-31,1964.4
2023-06-01,1974.4
2023-06-02,1963.3
2023-06-05,1959.7
2023-06-06,1957.3
2023-06-07,1967.4
2023-06-08,1966.4
2023-06-09,1960.3
2023-06-12,1952.9
2023-06-13,1954.4
2023-06-14,1955.8
2023-06-15,1952.4
2023-06-16,1959.8
2023-06-19,1951.2
2023-06-20,1930.5
2023-06-21,1925.7
2023-06-22,1920.1
2023-06-23,1930.7
2023-06-26,1922.9
2023-06-27,1918.9
2023-06-28,1908.4
2023-06-29,1899.6
2023-06-30,1912.3
2023-07-03,1928.8
2023-07-04,1927.8
2023-07-05,1924.7
2023-07-06,1908.8
2023-07-07,1922.3
2023-07-10,1922.8
2023-07-11,1934
2023-07-12,1953.3
2023-07-13,1958.1
2023-07-14,1953.7
2023-07-17,1949.6
2023-07-18,1975
2023-07-19,1975.4
2023-07-20,1976.1
